DEMO	crossing ribs	"For years when I forward frm a siting positition ie in bath to reach taps my bottom ribs on the left cross over-this is a bit painful and can remain sore for a few days.Mentioned it to Dr once but just got the response ""ha ha are you sure?""Went to chiropractor a few weeks ago for an unrelated issue and was told I have a displaced pelvis down to right and up to left.Nobody I have ever mentioned this has even heard of it (the ribs crossing I mean) so am curious to know if anyone out there has?"
DISE	Am I reading too much into surgeon's answers (lack of)?	Hi againA bit more help / advice needed please!Have just come back from seeing the surgeon prior to next week's op.    I asked him what the chances were of malignancy given that my CA125 was 68 and has gone up to 81.    He was very non-committal - said that was why they were operating so soon and refused to be drawn - kept repeating they would need to see the lab results.    I know he's right but so often you hear of a more reassuring attitude. Am I reading too much into his lack of being positive?    Does it sound like he thinks it could be malignant? I'm getting a bit scared now ...ThanksAydee x
GOAL	clear bubble in white of eye	I do not have health insurance was wanting info on treating a clear bubble on the white part of my eye it has been there for about a week    it is not painful sometimes feels like something is scratchy, I have been using Thera tears lubricant eye drops for a week a few times a day.    prior to this bubble that inner corner of my eye always has some reddness.
TRMT	when?`	Got this darn illy surgery (temporary) in Dec. 2010. Does it ever get any better?    Constantly emptying it , frequent burning sensation and breakdown of skin around site.Don't know how much more I can take-I am sooooo uncomfortable. Got 2-3 months more to go and been told someday I may need one permantly.
DEMO	BURNING VAGINAL & PERINEAL/ ANUS ITCH?	"Hey everyoneI am new to this website and I hope I am in the right forum.6 months ago I got diagnosted with Pelvic Inflammatory Disease and was treated for it with Antibiotics. Ever since I have not had any kind of problems , pain or irritation.But a little over 2 weeks ago I started having a tooth ache and got prescribed Antibiotics again - and I noticed that the Antibiotics I got prescribed was AUGMENTIN (875 mg/ 2 x a day for 10 days). I never took that kind of antibiotics before and was sceptical.3 days into taking those antibiotics i started having a burning, itching sensation in my vaginal area - first just the outside of the vagina. Two days later the burning got worse and it affected the inner labia, even the area around the vaginal opening. BUT I had/ have no vaginal discharge at all.The burning and itching and irritation got so worse that I could barely walk, wearing slips was painful and urinating was too and everything down there was red, sore and swollen and the labia felt rubber-like numb.So i went to the OB/GYN and he told me that this is an yeast infection - most likely caused by the antibiotics.He told me that he could either prescribed an ointment or that I could just go and get the over-the-counter stuff - and I did. Got the Monistat 1 Action Pack - and after inserting the ovale ""Thing"" i noticed that the burning and itching got quite better after two days.Yesterday, 5 days later the itching and burning is still there - not as bad as before but still there, and even affected the Perineum and Anus Area. Every Bowl Movement is quite painful - it burns like hell.So I got the Vagisil Maximum Strength Creme - and man, I could not take that burn - that was like fire when i put that creme on and I had to take it off immediately. So I started just sitting in the tub with cold water to ease the itch and burn - which helps. not for long, but at least a little.I even noticed that the skin around the vagina and the anus looks reddish, some parts scaly/ flaky like.And I do want to mention that I have psoriasis (affected in palms of my hands, under my feet, legs, elbows, knees, head skin and under my fingernails). And I am concerned that maybe my genital area got affected now with psoriasis.I went back to the OB/GYN and told him about the symptons that are still there - but he said that an yeast infection will take at least 7 days to heal to wait a few more days.But I am really concerned now. It still feels painful when i just walk, every ""tight"" clothing causes more irritation and bowl movements/ urinating are a nightmare and at night it rarely lets me fall asleep cause the burn and irritation make it almost impossible to find some rest.I am a single mother and have to take care of my boy all day and being in such a discomfort makes the every day life with a 3 yr old harder than it already is as a single mother.Please - if you have any idea what it could be - is it an yeast infection like the OB/GYN said/ thinks - could it be psoriasis (anybody here diagnosed with it?) or something else or where to go to/ whom to seek for medical help - PLEASE let me know your thoughts.I am very thankful for taking the time to read my post and wish all of you a great day.NEAMAE"
GOAL	Intraocular Pressure	Can things like high blood pressure or a blow to the ye effect intraocular pressure. And can having Lasik change the pressure.
SOCL	China poised to play &#x27;debt card ...for US Land ...	This was sent to me from tea party..com     trust me they are back, the gun control issue    has brought them out of their holes'     China poised to play debt card Ã¢ € “ for U.S. landCommunist nation could control American land as Ã¢ € ˜development zonesÃ¢ € ™(Dr. Jerome R. Corsi) Ã¢ € “ Could real estate on American soil owned by China be set up as Ã¢ € œdevelopment zonesÃ¢ €  in which the communist nation could establish Chinese-owned businesses and bring in its citizens to the U.S. to work?ThatÃ¢ € ™s part of an evolving proposal Beijing has been developing quietly since 2009 to convert more than $1 trillion of U.S debt it owns into equity.SPECIAL: Bypass the Lame Stream Media! Expose The Truth About Ã¢ € ˜AmericaÃ¢ € ™s Fraud PresidentÃ¢ € ™ to UNLIMITED Households!Under the plan, China would own U.S. businesses, U.S. infrastructure and U.S. high-value land, all with a U.S. government guarantee against loss.Yu Qiao, a professor of economics in the School of Public Policy and Management at Tsighua University in Beijing, proposed in 2009 a plan for the U.S. government to guarantee foreign investments in the United States.WND has reliable information that the Bank of China, ChinaÃ¢ € ™s central bank, has continued to advance the plan to convert ChinaÃ¢ € ™s holdings of U.S. debt into equity owned by China in the U.S.The Obama administration, under the plan, would grant a financial guarantee as an inducement for China to convert U.S. debt into Chinese direct equity investment. China would take ownership of successful U.S. corporations, potentially profitable infrastructure projects and high-value U.S. real estate.The plan would be designed to induce China to resume lending to the U.S. on a nearly zero-interest basis.However, converting Chinese debt to equity investments in the United States could easily add another $1 trillion to outstanding Obama administration guarantees issued in the current economic crisis.As of November 2012, China owned $1.17 trillion in U.S. Treasury securities, according to U.S. Department of Treasury and Federal Reserve Board calculations published Jan. 16.Concerned about the unrestrained growth in U.S. debt under the Obama administration, China has reduced by 97 percent its holdings in short-term U.S. Treasury bills. ChinaÃ¢ € ™s holding of $573.7 billion in August 2008, prior to the massive bank bailouts and stimulus programs triggered by the collapse in the U.S. mortgage market, dwindled to $5.96 billion by March 2011.Treasury bills are short-term debt that matures in one year or less, sold to finance U.S. debt. Holdings of Treasury bills are included in the $1.17 trillion of total Treasury securities owned by China as of November 2012.In addition to a national debt in excess of $16 trillion, the U.S. government in 2010 faced over $70 trillion in unfunded obligations, including Social Security and Medicare benefits scheduled to be paid retiring baby boomer retirees in the coming decades, with unfunded obligations showing no sign of being reduced with Congress at a deadlock over reducing federal government spending.Yu Qiao observed that if the U.S. dollar collapsed under the weight of proposed Obama administration trillion-dollar budget deficits into the foreseeable future, holders of U.S. debt would face substantial losses that the Financial Times estimated Ã¢ € œwould devastate AsiansÃ¢ € ™ hard-earned wealth and terminate economic globalization.Ã¢ € Ã¢ € œThe basic idea is to turn Asian savings, ChinaÃ¢ € ™s in particular, into real business interests rather than let them be used to support U.S. over-consumption,Ã¢ €  Yu Qiao wrote, reflecting themes commonly suggested by Chinese government officials. Ã¢ € œWhile fixed-income securities are vulnerable to any fall in the value of the dollar, equity claims on sound corporations and infrastructure projects are at less risk from a currency default,Ã¢ €  he continued.The problem is that, in a struggling U.S. economy, China does not want to trade its investment in U.S. Treasury debt securities, with their inherent risk of dollar devaluation, for equally risky investments in U.S. corporations and infrastructure projects.Ã¢ € œBut Asians do not want to bear the risk of this investment because of market turbulence and a lack of knowledge of cultural, legal and regulatory issues in U.S. businesses,Ã¢ €  he stressed. Ã¢ € œHowever if a guarantee scheme were created, Asian savers could be willing to invest directly in capital-hungry U.S. industries.Ã¢ € Yu QiaoÃ¢ € ™s plan included four components:China would negotiate with the U.S. government to create a Ã¢ € œcrisis relief facility,Ã¢ €  or CRF. The CRF Ã¢ € œwould be used alongside U.S. federal efforts to stabilize the banking system and to invest in capital-intensive infrastructure projects such as high-speed railroad from Boston to Washington, D.C.China would pool a portion of its holdings of Treasury bonds under the CFR umbrella to convert sovereign debt into equity. Any CFR funds that were designated for investment in U.S. corporations would still be owned and managed by U.S. equity holders, with the Asians holding minority equity shares Ã¢ € œthat would, like preferred stock, be convertible.Ã¢ € The U.S. government would act as a guarantor, Ã¢ € œproviding a sovereign guarantee scheme to assure the investment principal of the CRF against possible default of targeted companies or projectsÃ¢ € .The Federal Reserve would set up a special account to supply the liquidity the CRF would require to swap sovereign debt into industrial investment in the United States.Ã¢ € œThe CRF would lessen AsiansÃ¢ € ™ concern about implicit default of sovereign debts caused by a collapsing dollar,Ã¢ €  Yu Qiao concluded. Ã¢ € œIt would cost little and help the U.S. by channeling funds to business investment.Ã¢ € ~~~~~~~~~~~~~~~~~~~~~1776Nation.comJerome R. Corsi, a Harvard Ph.D., is the founder of the 1776 Nation and chief writer for the Tea Party Research Team of TeaParty.org. He has authored many books, including No. 1 N.Y. Times best-sellers Ã¢ € œThe Obama NationÃ¢ €  and Ã¢ € œUnfit for Command
TRMT	bleeding	I am sure i am not going through menopause yet but i have been menstruating for the past 7 days.    Usually it only lasts for 4 or 5 days.    This time and last month i have had a lot of cramping.    This month i have been passing a lot of clots.
GOAL	Forum-MD's in the STD forums and not here?	"Many have posted questions in many other forums, however, while scanning through the site, and the forums, it seems the MHI-MD's are too busy answering STD questions to bother with any others. All the latest questions are being ""commented on"" by other users, vs. being ""answered"" by the MHI MD's.    I think they deserve answers, just as quickly as the STD's forum, don't you?Not just the weight loss forum, but over 50 unanswered questions in the women's issues forum, over 50 in thyroid, respiratory, and nutrition.    I am wondering why there are only moderators or real Q & A on only STD and UROLOGY???    Maybe these are Male forums, with male interests, so the others are left behind.    I seriously don't get it. HELLO? Is anyone there?"
DISE	in case anyone's wondering	Sorry haven't been around.    Computer broke.    Typing this from hospital and have appt v shortly. Hope all are okay.    Will read posts etc when get time to get to an internet cafe or get computer repaired.     Regards, wish
GOAL	organic unrefined virgin coconut oil?	hi, was wondering if anyone had tried using organic unrefined virgin coconut oil for weightloss?    I read about it in a book by Kevin Trudeau.    Just curious if you had used it how quick and how much weight is lost. how much excersise? diet? etc...let me know. thank you in advanced.
DEMO	vaginal ultrasound 'calcified lesion'	I have had recent bleeding between periods - and had an ultrasound last week which showed up a white area (small mass) in my uterus on the screen.    It was suggested then to do a vaginal ultrasound - this showed a clear picture of this white area.    It is only small 1 x 1cm - My doctor cant get me into a gynaecologist for 2 1/2 weeks.    I am fairly concerned about this and wonder whether I should be having further tests prior to the gynae visit ?    Also the ultrasound reporter suggested a further vaginal ultrasound but my GP said not to do this and wait for my specialist appointment. Curious as to whether other people have had similar lesions appear on ultrasound and their outcome.
TRMT	oxycodone30mf	IIm 6 weeks pregnant im going threw withdrawals from oxycodone 30    mgs    i take 6 a day for the last 4 yearshelp wats best for me to get off of them the safest way
GOAL	i do not want to eat because i think i am gettin fat	my ex has told me i am fat so i didnt eat for two weeks. i then split up with him but every time i eat i feel fat and ugly and its the same when i look in the mirror thats what i see a fat and ugly person and i just start crying. i really do not know what to do its making me cut my arms and iam only 17. please help me.
PREG	Folliculitis caused by oral contraceptive	Hello, I have tried using oral contraceptives with progesterone and estrogen to feel safer when something goes wrong with condoms, but about 25 days after the start of treatment, i started to have folliculitis in the hip region (buttocks and groin). They are many and big. I usually do not shave my buttocks, then I exclude the possibility of a problem related to that. I've tried changing the medicine to try another kinds of estrogen, but the problem persists and now I'm trying one that is based only progestrone. I'm afraid to go wrong with this one too and not remain me any options. I wonder what has caused this and what should I do? I do not want to depend solely on condoms because they can burst.
PREG	Trying to conceive after DNC	Hi,I had a Miscarriage on 11/22/2008 and i did not    try to conceive after that for more than 6 months but for last 3months i am trying to get pregnant ,but iam unable to get pregnantmy periods are regular once in every 30-33 day cycle,flow only for three days,i have not noticed any abnormality in my periods.I am so concerned because before this    M/c i did not have problem in getting pregnant ,and i feel that there might be some problem .My menstrual Cycle ChartMonth-First day of menstrual cycle for that month06/2009-    25/06/200907/2009-24/200908/2009-23/200909/2009-22/200910/2009-23/2009
DEMO	please help. very scared teenager	My girlfriend and i have not had sex ever. I had a little premature ejaculation on a blanket. I touched it on accident so it was on my finger. teh small amount that was there probably stayed on for 20 minutes in open air. i then rubbed lotion all over my hands covering the spot of ejaculation. i fingered my girlfriend after all this. is there any chance she could be pregnant from this? any help would be appreciated thank you
DEMO	Birth Control, High Blood Pressure, Tilted Cervix	"I am 21 and have really high (like 160/107 high) blood pressure.    My nurse practitioner's answer is to try going off of the birth control pill and see if it will change.    However, I went on the pill seven or so years ago because I have really intense periods (passing clots, bleeding through clothes/pads, horrible cramps throughout period).    Someone in the OBGYN department at the medical school associated with my undergrad eduction said that my ""inverted"" cervix probably leads to the awful periods and could lead to scarring if left untreated.    Basically, I'm wondering if I should try to find a way to stay with hormone treatment, especially as my mother got high blood pressure in her 30s because of a heart rate issue?    I really want to have a family at some point...    I don't want possible scarring to interfere with that.    Thanks."
TRMT	Dizziness and fuzzy sight	Hey everyone.A few days ago I was working out in the night and started feeling dizzy and getting fuzzyness so that at some points I couldn't even see anything except the fuzzyness. Does anyone know why this would have happened? My day was pretty standard. Workout in the morning, go to study, and workout again. I had the same amount of cals as I usually do, (1000) so I don't think it was that. I don't eat red meat very often, maybe once a fortnight? Could that be a problem? Also, I felt less dizzy after I had some sugar. So not sure on this one!Thanks,Skye.
FAML	Son has overly sensitive belly button	Please help!    My son, who is 8 and has been diagnosed with Sensory Integration Disorder, has a very strange issue with his belly button and lately with his underarms.    He cannot stand for anyone to touch his belly button, even if he laughs, he says it is very painful.    He holds his hand over his navel even if he has a shirt on, and now he says if his arms are not tight to his body he has a feeling that someone is touching him under his arms and it hurts.    He crys often about this. He cannot write sometimes because of this sensatrion he has. Please, can you give me any direction to what I can do to help this little guy?    No one seems to know or have ever heard of this. He is a very bight kid, has a hard time making friends because of the way he acts, even though he cannot help it.    Thank you in advance.
PREG	What is the main reason IVF does not work for people?	"I will be doing our first IVF treatment starting this month.    Of couse, as you know, it will be a couple month process with my protocol.    We have been TTC since July of 2007.    It is secondary infertility on my part, however, my husband has never had children.    I have three children from a previous marriage.    All were normal, easy pregnancies.    I also didn't even have to try to get pregnant with them, as they were all ""surprises.""    My husband and I were married in June of 2007 and have been trying ever since.    We have done two IUI's with Clomid and we have done one round of injectables with IUI.    I have had an HSG and a Lap, both normal.    I have had my prolactin, thyroid ( I think that was the same test?) FSH and progesterone checked.    All normal.    My husband has had two seman analysis which were ""normal"".    On one occasion, when I was getting our second IUI, my husband was asked by my RE's nurse if he had had a SA done, and we had to remind her that he had in fact had one.    She said they looked sluggish that day, so that has always haunted me.    We have not miscarried, I have completly normal perfect 28 day cycles, I temped for a very long time which revealed nothing.....We are at the point where we think the reason we are not getting pregnant, and our RE agrees, is his sperm is not penetrating my egg.    No conception is taking place, no fertilization is taking place.    So, I guess what I need to know is, what is the main reason why IVF does NOT work for some patients?    I have been reading and the main reason I see is egg quality.    We are not going to know my egg quality until I go in for my retrieval.    I responded well to Follistim, and for the IVF I will be doing Follistim and Menopur, so if egg quality is my issue, I am hoping that will help.    My youngest child turned 7 this past July....so it hasn't been that long that I conceived her.    I am 33 years old.    (turning 34 in March)    I am 5'2, 115 pounds, in great health, I work out.....I guess I am just asking, what reasons are most common for IVF not working?Thanks so much for your help and insight....I'm just nervous...."
FAML	Eliminating in school	My 8 yr old son has had three accidents at school. Two of them were bowel movements and today he urinated in his pants. All of them have occured within the last 4 school days. He has never had a problem at all like this. I am very concerned about him as well as the school. I'm going to take him to see our family doctor but would like to hear any ideas on why this is happening.
PREG	NO AF? NO BFP:( WITH CLOMID and IUI	I feel so depressed. It's D30 and I don't have AF, although I have felt like I'm about to for over a week. I continue to get BFN. On D28 (or even before) I had accepted that I would try iui #2, but now it's just dragging on- making me think what if I'm prego only to take more test and get the same result. Anyone has had delayed AF after clomid and iui? I also feel like I have little cysts?? not sure what to do?
PREG	free samples for babies????	Im so bored right now so i figured i would sign up for all the free samples there is out there but i dont know which ones there is and i know not to long ago someone posted alot of free sample websites on here but i never saved it and so i was wondering if anyone new which ones i could sign up for.???
GOAL	Accuweight	Has anyone tried accuweight?    You have beads put behind your ear and rub them 40 times every odd hour.    Stimulated hypothalumus to think you are not hungry and not cutting calories.    You have 1 1/2 lb veggies and 2 servings fruit each day for 2 days and 20 oz of milk each day for two days and back to veggies days and so forth.    It is a quick way to loss weight and since your body doesnt realized it has had it calories cut so dramatically you are being very healthy.. You body starts eating at the BAD fat and leaves alone the good fat.This is how it was explained to me.People have lost 95 lbs in 6 months... and kept it off for years.Anyone?
TRMT	boyfriend has LARGE LUMP on inner thigh CHANGING COLORS!	my boyfriend has the same issue but it grew twice the size.    He's had the lump on his inner thigh and    can't feel one of his legs/left leg.    I'm 5'9'' and have long skinny fingers and long hands, it's at least the length of my hand.    However it's gotten black and blue, then turned purple now it's black.    He's getting blue spots on other parts of his leg.    Could it be a blood vessel problem and a nerve problem? Could it be a circulation problem? Could it be SKIN CANCER?! HE'S 34 GOING ON 35! ANY IDEA ON WHAT CONDITION IT COULD BE?!
FAML	My 5 year old is wetting his pants	My 5 year old son just started kindergarten 2 weeks ago. I have had a problem with him wetting his pants for awhile now. It comes and goes sometimes he wets everyday and sometimes he will not wet for weeks. When he wets it is not like he completly wet his pants it is like he leaked and just the front is wet. This does not bug him at all. He claims that he does not even feel that he is a bit wet. I have taken him to the doctor and had him tested for everything. His doctor put him on Ditropan. I did not use it because he stoped wetting his pants. Now He is wetting at school everday. I do not know what to do. The school wants him in pull ups and he refuses to go to school if I put one on him. The doctor said to give him the medicine but i dont think that he needs it because this just comes and goes. I have tried everything from not saying anything to him about wetting to taking things away, offering rewards, doing stickers. WHAT DO I DO!!!!
FAML	child averse to food and milk	my grand daughter who is    4 year old, do not show any interest or whatsoever to take food or milk right from the early days. Her parents try to feed her with great effort but the child doesnt cooperate. The attending doctor says that there is no problem with the child as long as she is active. the child is very active and hale , but very lean.Hardly she eats 4 to 5 spoons of food and a half glass of milk. Thats    all.Not more than that. Please advise us how to turn the mind of the child to eat properly the food    and drink milk regularly.
GOAL	Gastric bypass complications	I had gastric bypass surgery 5 months ago and was fine after about 6 weeks for approximately 3 months. However the last month has been terrible, for nearly two weeks now i havnt been able to keep anything down other than small amounts of fluid. I keep getting discomfort in my abdomen and can hear my stomach rumbling all night. I keep feeling very sick and go to throw up quite often however as i have not eaten do not throw up. I also keep getting very lightheaded when i stand up and feel like i am going to pass out. If anyone has got any info or suggestions i would be very greatful if you could get in touch as i am starting to get a bit down over this now. thanks
PREG	Clomid, 8 follicles, positive hpt, now dropped hcg level	Hi all:    I took 100 mg Clomid this month (doc prescribed) and actually produced 8 follicles at least, we saw them with ultrasound.    On cd 26 I had a big bleed, heavy in the morning, full of clots, ended that night, dark red.    HPT showed a strong positive (I took hpt because I had a hunch).    cd 27 had quant hcg of 14,500, cd 29 had hcg of 13,500.    Ultrasound showed a gestational sack measuring large with no heartbeat (but come on!    I should only be 4 weeks!).    I think the tech was an idiot but that's another story.    US also showed alot of ovarian cycts and enlargment of the ovaries (ok- the Clomid worked WAY too well for me so we will not repeat again). Doc told me I will miscarry because hcg declined.    I have no symptons, no carmps and no bleeding.    I have preg sympsons of sore boobs and a little nausea.    My questions is 3 fold, (1) I think the big bleed cd 26 was probably a result of the ovarian hyperstimulation and the cycts must have been bleeding, (2) can an hcg that high (3x the level where I should be) maybe have dropped as I might have fertilized multiples and some are not taking, (3) if there is a gestational sac at 4 weeks maybe it's a little big but we should not see anything in it yet?    Anybody out there with anything like this story with a happy ending??    My lmp was 12/4.    Thanks for any feedback ;)
DEMO	cyclogest400mg pessaries	hi my name is mandy . im taking cycloest 400mg one daily. just want to know how long do it take to work cause i feel that they are not working . only made my cycle change. but still have p.m.t    ive been on them 2 months now will it get better .
GOAL	advice wanted please	"my child has an autistic spectrum disorder and a hearing impairment When they returned home by taxi 2 and half weeks ago, they reported that 2 children at school had pulled them to the ground and that one of the children had forceibly hit their head onto the playground floor.    My son said that he told the teachers gave him an ice pack, we were not notified and he completed the day at school.    My son complained he had a headache and that he could not see properly anymore when he returned home from school. He had a bump on the back of his head. We took him to a and e who admitted him to hospital with a head and eye injury.    We have been advised that he has occlusions in his left eye, that he has double vision.    He is due to have his optic nerve tested to assess damage.    does anyone know of any good sources of information about head injury causing these types of damage to vision.    Also is there anything we can do to improve his vision as he is now unable to read his comics/books, write,and play his nintendo/lego etcMy son has now has now been refered for an mri.     his head injury happened on 28 november 2007, how likely is it that anything will show up on a scan now?is it possible to have difficulity with what you see and it be related to just your brain not your eyes?also he is saying that his dinners dont taste the same anymore and he keeps starting to talk and then saying ""whats that word?"" or he says something and then comments ""i did not want to say that word"".we have noticed that when he looks at objects with both eyes or his left eye then he is saying that red things are orange and that his spongebob toy has gone green.    However when he covers his left eye and looks just with his right eye then his colors are normal again. Could these things be related to head injury?"
FAML	Six year old daughter constantly argues...	"My daughter is six. She is a ""middle"" child, two older brothers (12 and 9) and one younger (5). She is very grown up which, for the most part, I am grateful. She can clean her room, takes her own baths/brushes her own teeth/gets herself dressed, etc... She does very well in school. Her teacher says she is very bright and she rarely needs help on homework. 95% of the time she is the perfect child...but there is that 5% of the time that makes me nuts. She talks back. Not in an ugly way but like tonight I told her to go to bed and she said that her older brothers ""aren't in bed yet."" Or if I ask her to take something back to her room or whatever she will point out that so and so has something in there that THEY aren't taking back. We were leaving my mom's tonight and all four kids were acting like clowns. I said ""Stop jumping and screaming. You all are acting like two year olds."" She walked off and I heard her say ""Two year olds can't talk."" I just really wanted to spank her for that smartmouth! But I've tried that and it does NO good. She also whines a lot and cries EVERY morning when it's time to get up and get ready. She has started many a day with a spanking for turning her tv on and standing in front of it when she is supposed to be getting dressed or for laying back down when she is supposed to go eat breakfast. To make it worse she ""tattles"" on my to her father when I spank her and he gets mad at me. He is very hard on the boys but rarely punishes her. Last week she rubbed her fingers on her bottom and then waved her hand in her 9 yo brother's face. Her dad thought this was funny. I had to be the heavy and punish her for it."
FAML	bottle feeding	Till what age is bottle feeding acceptable for my 2 n a half yr daughter. I give her bottle just once early in morning when she is in bed so as once she is awake I can sne dher to the kndergarten with something in her stomach. Else she takes an hr to sip a mug of milk which is a routine each evening since last 3 mths.
SOCL	Enlarged Cisterna magna detected during Congenital Anomaly scan	Hi,My name is Jade, I am 30 years old and is on my 32nd week of    pregnancy. This is my first pregnancy. I had my CAS on my 20th week and they found a choroid plexus cyst on the left part of the brain. My OB-Sonologist recommended that we do a follow up scan every 2 weeks to monitor the cyst. On my 30th week, the choroid plexus cyst was gone but she found that the baby has an enlarged cisterna magna instead in the left. There are no other anomalies found. I also underwent Biophysical Score for my baby and the same result was found - enlarged cisterna magna. I tried to check the internet what this means because this was not fully discussed by my OB-Gynecologist. I am now worried because most explanations I read about enlarged cisterna magna relates it to high risk of Trisomy 18, 13 and Hydrocephalus and a high risk of fetal mortality. Ultrasound result showed that I am conceiving a baby boy. I also had premature contractions recently so I had to be in complete bed rest.Can you please enlighten me about this. What are the chances that my child would survive, or would be normal?Thanks a lot.Worried mom,Jade
DEMO	why does My vigina(vagina) smell fishy??! >:(	I have been having some kind of white/yellowish things come out of My vigina(vagina)& i see it in My evrryday pads so i wonderes what is it? Ive gone to the doctors they dont say i have anything but it smells kind if fishy everyday & i wash it & the smell doesnt go away what is it?! How kan i make the smell go away?!
FAML	impossible	I can't get my son to stop talking back....he picks and picks.    HE WILL NOT STOP!    It usually starts with homework.    He procrastinates really bad.    He sits at the table for hours.    I disipline him and he just does not stop.    I finally have to leave and count to ten.    How do I get him to just stop talking back?
FAML	Out of control 4 yr old- Mother and dad do not do anything	"Hello- New topic for me- My neighbors have a 4 yr old boy whom I babysit and see while visiting (I'm friends w/ the mom) The little boy is very smart, but yet, his behavior is unbelievable. He is in total control of his mother, and what I have seemed to noticed, he does not like his mom to pay attention to anyone else but him. If we are talking in the kitchen, he has to be right there in the middle of us, while there are other kids, the dad in the living room... While I ask him to let his mommy have adult time, he will start screaming and crying at the top of his lungs, he will throw things, use the F word. He will get so upset, he will litterally fall to the ground like a 2 yr old having a temper tantrum. He always wants to do what the adults are doing (I know kids are curious) but, it gets to the point where he hurts himself. His mom was cooking and he wanted to ""Flip the eggs"" like mom. Mom kept telling him to get away from the stove because the stove is hot, and he could get hurt. He looked right at her then stuck his hand right on the tip of the pan. He will not listen, EVER- When I babysit, I set rules. Example, when we were outside, I said he couldn't leave the yard. He looked at me and ran right down the side walk. When I went to get him, he tells me he fin hates me, then the temper tantrum comes. The mom also has a 2 yr old who does the same. She actually had a nervous breakdown and spent 5 days on the psych floor. The father is never home, but the mother never ever grounds, gives him time out. There is NO winning, reasoning w/ this child. You can be nice as nice, give him the 3 second count, and he will not listen. I stopped babysitting, but when I still visit- its total caos. Stopped visiting, but when I call, we cant talk cause the kids are screaming so loud we can't hear each other. I tried to give the mom advice, but she doesn't listen and just gives him his way, no matter what. When they were leaving the other day, she stopped real quick, I was standing outside her car while she was asking me something, and the 4 yr old kept screaming, ""MOMMY! GO! I WANT TO GO!"" And because she was talking real quick, he took his chocolate milk and just DROPPED it to splatter everywhere... (Which she wouldn't let him have, but he won) Is this normal? My daughter didn't act like this, all kids are different, though. Is it the parents? What would be the best advice to give her w/ out offending her parenting skills... I'm telling ya, this would be the biggest show for the Nanny- I have never, ever seen a four year old act like this... EVER-    Thank you."
DEMO	maybe?	I am 26 female, i've had a what i would call as well as my dr is a partially treated uti for about a month now n i was given antibiotics with out being tested for the type of bacteria, that didnt help then i was tested and they found mixed growth. I was then given another antibiotic, which help a little but not much, then i was given another antibiotic, this help significantly with everything, feeling like i was to be healed but the level pretty much stayed the same after the 4 day of the 7day course then about 5th - 6th day of the 7 day treatment the feelings got a little better. i have now completed the course and now have a buring sensation on n off and a lil urgency, my DR told me she wont give me a more antibiotics for a couple days but i still have this burning feeling, i didnt have this feeling althrough the uti its only now. I also feel a slight pull from what feels like form the urethra to the navel not all the time jus one or twice i ever felt it. Please help me for i am tired of living with this any longer.
SOCL	really need some advice and have no one else to turn to :(	I've been with the same man for over a year now, hes almost 33 and im almost 21... in the beginning of our relationship i was a bit crazy, drank every night, loved to party, ect. i did alot of things im not so proud of, but never cheated on him.he eventually got me out of that lifestyle and things got better.. i did however talk to my sons father on more than one occasion and things went beyond the point they should have a few times. he lives almost 2000 miles away so everything between him and i was done via phone/email. my boyfriend found out each time it happened but we got past it and remained together. throughout our whole relationship my boyfriends sister and her son haved lived with him. and they have a very odd connection. the child calles him daddy, and they act as if theyre married. they share finances, go out to eat together, ect. thats always been a touchy subject with me but ive tried to get past it and am now currently living with them for the 3rd time... babysitting him during the day while they both work................ i actually even up and left him because of the sister situation and i seriously though something sexual was going on between them... and went back to my ex states away to try and work things out for our child's sake , ended up staying there 3 weeks, found out he had been meeting up with girls offline and left him and came right back to my current boyfriend. him and i did have sex (if thats what you want to call it :/) lasted all of 30 secends and me asking him to stop... the love just wasnt there and he knew it. and my bf knows every single aspect of the whole situation.. that was over 3 months ago andi havent talked to him since, and dont plan on it. since ive been back ive noticed my boyfriend acting very odd and had a very bad feeling and one day i was on his PC and noticed it was still logged into his email acct and so i opened it up and found out he had been talking to other females and had tons of nude pictures from all of them. i was devistated and confronted him and he blew it off like it was nothin, apologising for not telling me females sent him random pictures. he asked me to forgive and forget because of the things ive done to him in the past and so ive been trying.. he even deleted his fb account and email acct he was using. but made a new one and said hed give me the password.. but never has. even though he has my fb pass and email pass :/ i know he talked so other females and im deathly afraid hes still doing the same things behind my back but im petrified to confront him and i dont know what to do :( he took psycology and hes very smart and is always a step ahead of me in everything.. its so hard to talk to him because he always has an answer for everything and its justifiable.. but hardly makes sence.. and the whole sister thing is eating me alive. everywhere we go she goes... and he refused to make her find her own place even though shes 36 years old and has a great paying job.... please help me :((((!!!!!!! i love him with all my heart but i dont want to waste my time if hes just skrewing me over :(
DEMO	Please join us for a live Health Chat - Bladder Control: How to Avoid a Nursing H...	Please join Dr. Bruce Crawford and SherrieP (CL Urogynecology) in our one-hour long, free health chat entitled:Bladder Control: How to Avoid a Nursing HomeThursday June 24, 2010, 3:00-4:00 PM - (EST)Here's the link to register for this health chat.    You can submit your question ahead of time, and we'll send you an e-mail reminder.Link to Register:http://www.medhelp.org/health_chats/register/48Urinary incontinence is such a common female health issue, we may all be aware of, but few of us know about any of the specifics like what causes it, what to do about it, or the impact it could have to us down the road.Looking forward to seeing you at the chat!CherylMH Community Mgr
